web100_log_entry_log_time,web100_log_entry_connection_spec_remote_ip,web100_log_entry_snap_HCThruOctetsAcked,web100_log_entry_snap_SndLimTimeRwin,web100_log_entry_snap_SndLimTimeCwnd,web100_log_entry_snap_SndLimTimeSnd,web100_log_entry_snap_MinRTT,web100_log_entry_snap_MaxRTT,web100_log_entry_snap_SumRTT,web100_log_entry_snap_CountRTT,web100_log_entry_snap_MaxMSS,web100_log_entry_snap_MaxPipeSize,web100_log_entry_snap_SegsRetrans,web100_log_entry_snap_SegsOut,web100_log_entry_snap_DataSegsOut,web100_log_entry_snap_CongSignals,web100_log_entry_snap_Timeouts,web100_log_entry_snap_DupAcksOut,web100_log_entry_snap_ECNsignals,web100_log_entry_snap_PreCongSumCwnd,web100_log_entry_snap_PreCongSumRTT,connection_spec_client_geolocation_country_code,connection_spec_server_geolocation_country_code
1384897709,186.188.78.243,469448,0,10176069,206618,53,4022,28579,155,1448,,52,402,402,5,2,0,,260640,8430,VE,
1384897912,186.188.78.243,2578352,0,11055467,204021,51,804,78560,866,1448,,14,1803,1803,1,2,0,,41992,261,VE,
1384814888,181.208.78.57,94736,0,9949840,914146,86,305,3024,20,1460,,17,85,85,6,4,0,,32120,1105,VE,US
1384548902,190.39.0.224,1748268,9030017,1001833,206535,102,400,203867,599,1460,,0,1242,1242,0,0,0,,0,0,VE,US
1383950062,186.93.203.170,1706536,0,10079214,196180,113,297,162963,730,1448,,19,1230,1230,2,0,0,,130320,582,VE,
1384142790,186.14.216.16,30660,0,9871616,192189,317,1485,5637,8,1460,,1,34,34,0,1,0,,0,0,VE,US
1384061102,190.142.195.44,4024376,2515336,7521284,168540,63,182,162882,1378,1460,,0,2801,2801,0,0,0,,0,0,VE,US
1384060741,186.188.108.111,1469112,0,9977187,173112,63,1688,93574,552,1448,,4,1051,1051,0,1,0,,0,0,VE,
1384061039,190.142.195.44,3942160,1065467,9036361,240856,63,285,126401,1278,1460,,6,2723,2723,4,0,0,,205860,589,VE,US
1383532371,186.93.169.197,487640,1454865,8908000,218139,237,668,53762,152,1460,,8,354,354,2,0,0,,59860,1160,VE,
1388257134,186.14.88.163,2430944,0,9997455,194012,68,242,76405,629,1448,,0,1717,1717,0,0,0,,0,0,VE,
1383277568,186.94.179.30,1111708,517315,9723142,169628,156,398,80739,342,1460,,10,810,810,3,0,0,,138700,1047,VE,US
1383518738,186.92.182.35,1117548,0,9862645,475421,137,377,51549,332,1460,,6,782,782,5,0,0,,137240,782,VE,US
1383519173,186.92.182.35,1742428,429881,9810082,204640,117,298,120031,556,1460,,11,1228,1228,2,0,0,,118260,574,VE,US
1388255405,186.95.40.53,165254,0,9195579,1192021,178,367,9748,43,1414,,13,133,133,6,2,0,,35350,1408,VE,US
1387966638,186.88.203.120,1486328,426789,9606491,207300,159,328,298244,1325,536,,22,2873,2873,1,0,0,,66464,328,VE,US
1388201975,186.88.5.23,5941736,7631300,2639304,202372,135,592,362740,1064,1448,,79,4289,4289,1,0,0,,390960,584,VE,
1388077349,186.14.158.98,3942024,5560563,5468984,185717,73,1745,945758,1306,1460,,0,3409,3409,0,0,0,,0,0,VE,US
1388172241,200.8.83.15,76000,0,11029442,715852,1013,1596,21711,17,1460,,13,73,73,2,0,0,,35040,3192,VE,US
1387669642,186.91.253.200,1174488,905210,9314505,178738,152,419,120832,380,1460,,13,852,852,1,0,0,,68620,411,VE,US
1387669752,186.91.253.200,1168964,597912,9594121,184986,151,364,107833,401,1460,,0,832,832,0,0,0,,0,0,VE,US
1387669955,186.14.88.163,11279976,6511056,3635697,198828,77,692,387209,1568,1448,,1,7919,7919,1,0,0,,357656,343,VE,
1387378022,186.90.156.86,483744,606102,11698437,355253,108,512,27357,124,1460,,23,360,360,7,1,0,,131400,2106,VE,US
1387378463,186.14.122.219,2441920,9163007,1092962,197981,64,680,395077,717,1448,,0,1792,1792,0,0,0,,0,0,VE,
1387378393,181.208.155.96,10405900,7945240,2130545,180372,64,777,1492789,3511,1460,,0,7456,7456,0,0,0,,0,0,VE,US
1387019524,190.79.96.103,1370128,3858000,6362678,174712,103,652,139494,447,1460,,1,972,972,1,0,0,,67160,651,VE,US
1387228334,186.92.217.153,597788,0,10058545,183475,92,242,19335,163,1460,,16,430,430,11,0,0,,103660,1498,VE,US
1387227797,186.14.224.235,1274456,1948037,8076222,235068,83,1278,233324,524,1448,,1,933,933,1,0,0,,131768,1183,VE,
1387319930,200.8.194.15,656428,570392,9586371,243165,96,506,45577,177,1460,,32,494,494,3,0,0,,115340,1150,VE,US
1387222116,186.95.80.208,1757028,341024,9689606,184602,106,274,117344,561,1460,,12,1240,1240,2,0,0,,118260,540,VE,US
1386634565,190.142.141.168,1419440,186741,9987201,215569,173,412,89237,443,1460,,9,1009,1009,2,0,0,,109500,428,VE,
1386654304,200.8.184.66,11887700,9238138,839341,185278,56,231,825602,4074,1460,,0,8315,8315,0,0,0,,0,0,VE,US
1386396928,186.88.66.17,1380348,0,10158883,179424,189,372,99816,473,1460,,0,977,977,0,0,0,,0,0,VE,US
1386245796,186.92.46.248,1657748,215572,10101415,174662,102,286,99080,515,1460,,18,1169,1169,3,0,0,,144540,830,VE,US
1386417271,186.91.109.179,1176760,676069,9313151,340645,157,334,133390,677,1460,,13,846,846,4,0,0,,160600,937,VE,US
1386446906,186.94.25.156,2094124,9016309,1112194,220842,142,299,204658,718,1460,,0,1479,1479,0,0,0,,0,0,VE,US
1386113885,190.142.36.254,789940,6675731,3343280,192471,160,1431,174249,274,1460,,0,586,586,0,0,0,,0,0,VE,US
1386114103,186.188.79.253,1654464,5222496,5277287,350683,148,839,208779,378,1448,,7,1190,1190,1,1,0,,159280,750,VE,
1386102522,186.94.95.96,1543868,1326770,8763493,220233,87,370,85017,482,1460,,7,1087,1087,3,0,0,,127020,1002,VE,US
1386101845,190.142.112.13,911856,5286029,4791402,307811,117,537,66112,287,1452,,1,646,646,1,0,0,,26136,206,VE,US
1386296720,186.92.46.248,1758812,362827,9665581,188395,94,274,114803,563,1460,,12,1243,1243,2,0,0,,115340,544,VE,US
1385998968,186.188.69.213,745180,577474,9461517,218247,70,248,21900,192,1452,,19,541,541,12,0,0,,140844,1540,VE,US
1386282697,186.89.103.174,577348,9239420,852003,213299,179,341,57572,198,1460,,0,408,408,0,0,0,,0,0,VE,US
1385879856,186.94.7.233,2443228,8887756,1159716,311155,141,303,201691,837,1460,,0,1718,1718,0,0,0,,0,0,VE,US
1385949898,186.94.254.25,1129228,0,10142712,257867,173,480,83006,371,1460,,18,808,808,1,0,0,,40880,316,VE,US
1385956137,186.89.57.108,514008,9211808,902220,272282,141,491,58736,185,1452,,1,367,367,1,0,0,,18876,447,VE,US
1391132061,200.74.197.218,226300,0,10114136,222079,59,351,10470,71,1460,,21,185,185,7,3,0,,46720,1342,VE,US
1391132109,186.188.59.113,1993300,532681,9478688,161521,65,308,67204,535,1460,,5,1395,1395,4,0,0,,148920,633,VE,US
1391132181,200.75.106.185,1707128,0,10253507,463172,64,806,128055,571,1448,,62,1257,1257,6,1,0,,421368,1699,VE,
1391132036,186.93.68.33,1175948,9399334,588162,169999,99,228,86151,403,1460,,0,823,823,0,0,0,,0,0,VE,US
1391131921,200.8.118.168,212752,0,9964163,338097,103,897,19314,67,1460,,4,155,155,4,1,0,,29200,1684,VE,US
1391132247,200.75.106.185,1068544,0,9787562,465974,64,288,45927,371,1448,,9,762,762,6,0,0,,141904,702,VE,
1391099726,186.88.162.188,286964,3294329,6827280,261646,182,491,21538,75,1460,,2,211,211,0,1,0,,0,0,VE,US
1391100109,200.8.247.137,2796608,0,10010376,258615,65,2259,59440,607,1448,,3,1973,1973,1,1,0,,7240,2183,VE,
1391099781,200.8.119.227,1266220,784985,9192258,185935,92,609,101960,377,1460,,21,907,907,2,0,0,,121180,1206,VE,US
1391018590,200.74.197.218,988088,0,10038773,223713,61,401,52308,324,1460,,6,691,691,4,0,0,,81760,964,VE,US
1391019298,186.95.211.96,574428,720346,10194694,262836,137,921,90376,160,1460,,20,448,448,2,0,0,,106580,1772,VE,US
1391019197,186.88.241.201,1635848,246912,9941292,167759,162,335,147537,561,1460,,2,1168,1168,1,0,0,,58400,332,VE,US
1391018583,200.8.247.137,10652728,1184455,9002660,226903,66,205,166721,1728,1448,,5,7416,7416,2,0,0,,363448,324,VE,
1391018756,186.88.241.201,1625628,555875,9614916,170722,161,338,132728,535,1460,,5,1157,1157,1,0,0,,67160,338,VE,US
1391018790,186.95.46.11,1711768,392742,9799740,207875,141,316,138499,562,1460,,7,1219,1219,1,0,0,,67160,303,VE,US
1390928412,186.92.144.208,1135960,527986,10006579,281052,156,430,122117,369,1460,,11,834,834,2,0,0,,113880,850,VE,
1390438144,190.142.190.68,410120,0,10584767,274329,100,1279,92417,159,1448,,23,323,323,2,1,0,,107152,2023,VE,
1390438208,190.142.190.68,850152,5776957,5959268,238879,208,1419,318293,333,1448,,2,629,629,1,0,0,,131768,1317,VE,
1390736772,200.82.135.147,1403312,0,9994087,266667,45,180,34237,572,1448,,28,1005,1005,21,1,0,,238920,1326,VE,
1390631979,186.167.242.233,4668332,185263,9935709,235635,123,359,823305,4101,1012,,128,4798,4798,3,0,0,,551540,660,VE,
1390632207,186.94.121.32,1698060,149205,9820783,248444,131,303,121887,565,1460,,1,1191,1191,1,0,0,,51100,298,VE,US
1390617753,186.88.212.51,593600,0,10143781,232063,200,412,43512,188,1456,,2,421,421,2,0,0,,37856,440,VE,US
1390617916,186.14.169.201,56432,0,9732277,289650,128,1612,26478,25,1448,,5,51,51,1,1,0,,14480,957,VE,
1390617180,200.8.22.153,3790296,531368,9676405,214588,80,336,143620,1176,1460,,7,2627,2627,4,0,0,,532900,652,VE,US
1390072860,186.95.32.137,3024792,6127607,3923686,163433,370,676,334496,701,1448,,0,2285,2285,0,0,0,,0,0,VE,
1390429696,190.200.30.231,1322400,7338998,2718331,221808,186,444,174531,441,1448,,3,937,937,1,0,0,,66608,444,VE,
1390351142,186.90.53.174,859456,0,10035563,340308,119,524,56593,314,1448,,58,659,659,5,2,0,,183896,1131,VE,
1390314949,186.95.194.227,1427068,0,9967556,306788,113,336,75458,440,1460,,1,1002,1002,1,0,0,,33580,294,VE,US
1389551781,186.92.6.250,1716148,590335,9577156,206055,127,325,125987,547,1460,,9,1205,1205,2,0,0,,119720,608,VE,US
1389909080,186.92.50.185,1118440,183133,9744814,275742,158,432,124135,367,1460,,1,787,787,1,0,0,,49640,415,VE,
1390002095,200.8.71.210,4282544,0,10352732,279829,53,191,28412,364,1460,,11,2959,2959,6,0,0,,315360,463,VE,US
1389705597,190.38.64.148,250952,0,9831116,422274,110,233,9898,64,1460,,12,188,188,6,2,0,,40880,811,VE,US
1389705460,201.222.0.17,383168,0,10098860,346917,46,252,6180,84,1460,,23,294,294,11,3,0,,106580,1340,VE,US
1389705601,201.222.0.17,1146260,0,10273970,236065,46,262,21444,309,1460,,25,815,815,17,1,0,,192720,1385,VE,US
1390145720,200.75.100.45,9582040,1286924,8823487,251966,51,279,243820,2871,1460,,4,6593,6593,4,0,0,,503700,425,VE,US
1390003558,200.8.153.142,237816,0,10153633,216955,344,797,26709,56,1460,,7,179,179,1,0,0,,17520,543,VE,US
1390003853,200.8.153.142,1634120,0,10077615,207945,61,504,77536,478,1460,,0,1153,1153,0,0,0,,0,0,VE,US
1389662135,200.8.141.120,1731964,612000,9843925,198008,70,309,62246,456,1460,,12,1205,1205,7,0,0,,205860,1117,VE,US
1389568801,200.8.58.110,10233924,4663055,5426931,190182,64,995,1161610,3212,1460,,2,7258,7258,1,0,0,,697880,618,VE,US
1389568952,200.8.115.26,1083136,0,10130615,275994,60,323,56112,337,1460,,1,770,770,1,0,0,,10220,217,VE,US
1388980680,200.8.215.55,56160,0,11244323,586736,419,652,8370,16,1440,,15,60,60,3,3,0,,24480,1518,VE,GB
1389307592,186.89.50.16,87600,0,10651625,135705,162,615,7959,24,1460,,14,80,80,3,2,0,,18980,1414,VE,US
1388710548,181.208.77.97,1400264,790861,9371406,468057,92,2192,160126,317,1448,,2,1008,1008,2,0,0,,331592,941,VE,
1388770397,186.14.255.22,352508,2568088,7794867,141723,109,1823,98079,97,1460,,17,277,277,2,0,0,,108040,2668,VE,US
1388864857,186.95.146.231,1689868,301488,9881847,190531,108,321,112901,540,1460,,12,1194,1194,2,0,0,,115340,562,VE,US
1388752094,186.14.122.131,2354148,8413722,1630378,238469,75,681,292946,543,1402,,0,1789,1789,0,0,0,,0,0,VE,
1393380972,186.14.231.40,1530888,1507804,8506147,996340,138,349,82476,469,1460,,16,1078,1078,4,0,0,,156220,730,VE,US
1393381184,200.82.198.76,776708,0,9998321,175617,140,343,42680,241,1460,,4,551,551,4,0,0,,70080,628,VE,US
1388704230,186.14.224.235,4075184,3955779,9088903,204986,89,489,172083,742,1448,,29,2857,2857,2,2,0,,337384,368,VE,
1393186424,200.82.159.88,2726116,2549603,7695658,158493,69,328,75677,591,1460,,13,1891,1891,4,0,0,,146000,642,VE,US
1388678147,186.95.34.212,283888,0,9943672,272151,218,296,21389,90,1460,,6,206,206,5,0,0,,45260,1225,VE,US
1388677786,186.95.34.212,159140,0,9680957,509266,241,376,13758,51,1460,,10,123,123,5,1,0,,33580,1282,VE,US
1393142227,186.188.59.123,5457620,5947361,4145452,212384,229,662,470698,1516,1460,,0,3921,3921,0,0,0,,0,0,VE,
1388623088,186.88.160.247,1665048,491687,9604894,188619,151,323,132681,549,1460,,6,1185,1185,1,0,0,,65700,323,VE,US
1393024698,200.82.198.117,330524,0,10002449,179508,99,857,14752,55,1460,,4,239,239,3,1,0,,24820,1688,VE,US
1393024599,186.95.201.64,5584968,464198,9478579,373343,101,316,406716,1816,1460,,58,3991,3991,1,0,0,,270100,311,VE,US
1393121099,186.94.240.159,1110248,882762,9335819,191477,178,361,65873,326,1460,,4,779,779,4,0,0,,150380,764,VE,US
1393022331,186.90.187.221,3164468,732299,9741369,213546,143,332,162258,896,1460,,55,2242,2242,4,0,0,,435080,898,VE,US
1393021880,186.188.67.164,827240,93150,10157804,159686,70,320,29759,214,1460,,7,589,589,6,0,0,,80300,944,VE,US
1393422834,186.95.219.94,721896,0,10574031,199114,113,406,56869,270,1448,,30,541,541,5,0,0,,141904,1412,VE,
1392056249,186.188.41.219,893312,366883,10969226,230092,265,440,81839,272,1448,,10,651,651,3,0,10,,207064,908,VE,
1393278582,186.14.124.28,372540,0,9865355,488037,121,3014,46973,112,1460,,6,273,273,2,1,0,,65700,955,VE,US
1393278538,190.142.31.109,611784,0,9815663,245905,64,1343,57338,246,1448,,16,455,455,4,1,0,,85432,2063,VE,
1392988925,190.142.68.33,723640,0,10113399,159175,134,873,141360,276,1448,,23,544,544,2,1,0,,157832,1187,VE,
1393096925,186.93.26.118,1759948,303571,9714175,163238,99,276,115113,564,1460,,12,1243,1243,2,0,0,,115340,544,VE,US
1393096955,200.8.38.236,353320,5484709,4834867,191480,132,867,57798,146,1460,,1,253,253,1,0,0,,18980,409,VE,US
1393114337,190.39.0.224,352992,572653,8444418,863546,841,1544,132009,126,1460,,0,359,359,0,0,0,,0,0,VE,US
1391749109,186.94.194.137,1695708,0,10593862,155360,185,363,164602,544,1460,,24,1254,1254,2,0,0,,163520,703,VE,
1391932351,200.82.157.95,794888,0,10080133,176218,58,3569,60567,271,1460,,3,572,572,0,1,0,,0,0,VE,US
1391932238,200.82.157.95,834632,5786012,4192275,402899,61,3163,136723,278,1460,,3,621,621,0,1,0,,0,0,VE,US
1391851917,200.8.28.116,628448,9043162,1121130,123987,73,310,55591,210,1460,,1,439,439,1,0,0,,18980,281,VE,US
1391900727,186.88.213.209,1437288,5370005,4682349,166470,198,389,145069,471,1460,,2,1013,1013,1,0,0,,65700,373,VE,US
1391854432,200.8.19.159,2343080,8803635,1187190,170383,72,697,368256,672,1448,,0,1725,1725,0,0,0,,0,0,VE,
1391811372,186.93.222.212,378788,454175,12096641,216313,194,588,25792,84,1460,,20,284,284,5,1,0,,128480,2348,VE,US
1395868990,186.88.170.209,191340,0,11481650,506562,324,620,18860,47,1460,,9,146,146,5,0,0,,58400,2044,VE,AU
1391485265,186.88.101.23,536468,0,10061500,206421,167,400,40963,156,1460,,9,386,386,3,0,0,,65700,1114,VE,US
1391484655,186.167.242.234,7356828,1068473,9254854,601808,92,913,819011,4420,1012,,81,7478,7478,3,2,0,,1253868,883,VE,
1391485450,186.14.227.7,11621180,9070055,974695,230088,73,276,819290,3981,1460,,0,8141,8141,0,0,0,,0,0,VE,US
1391484687,186.167.242.234,11162948,820239,9151975,185193,94,628,1221725,7007,1012,,60,11272,11272,3,0,0,,1141536,700,VE,
1391883812,186.188.81.164,10990536,7823659,2292062,143753,83,505,397937,1434,1448,,0,7953,7953,0,0,0,,0,0,VE,
1391232633,190.36.26.62,1330708,9459191,515844,221486,125,250,58019,456,1460,,0,924,924,0,0,0,,0,0,VE,US
1396108859,186.88.173.74,30660,0,15662377,133759,435,435,435,1,1460,,14,40,40,2,2,0,,8760,870,VE,GB
1396242827,186.95.163.212,6040896,216342,9776456,171083,102,322,453776,1950,1460,,54,4310,4310,1,0,0,,294920,300,VE,US
1395417674,190.204.224.236,185420,9393855,692347,125929,343,570,29361,71,1460,,0,132,132,0,0,0,,0,0,VE,AU
1396296118,186.88.91.201,221544,0,9756971,478481,150,401,17438,81,1448,,11,168,168,6,1,0,,50680,1375,VE,
1395808607,200.8.122.16,74460,0,9712211,205228,256,2796,24595,30,1460,,1,58,58,1,1,0,,5840,2796,VE,US
1395808901,200.8.122.16,835200,7222250,2632511,548676,301,1151,126950,290,1460,,0,602,602,0,0,0,,0,0,VE,US
1395809006,200.8.122.16,764064,7577665,2001786,172123,99,812,121679,264,1460,,0,553,553,0,0,0,,0,0,VE,US
1391388941,186.90.118.28,102200,0,10914131,209322,299,1050,17178,28,1460,,7,79,79,2,0,0,,20440,1104,VE,US
1395517774,186.94.237.143,1720528,127125,10013347,132932,113,284,122239,572,1460,,1,1207,1207,1,0,0,,49640,281,VE,US
1394886974,186.92.178.35,676464,0,10257797,438192,203,496,59386,191,1460,,9,481,481,3,0,0,,94900,1191,VE,GB
1394883693,200.8.20.10,4395868,3260567,7195973,171770,68,2105,1080996,1055,1460,,149,3578,3578,1,0,0,,1232240,2105,VE,US
1395100081,200.8.132.185,168628,0,9741227,903086,178,409,13772,50,1460,,10,131,131,4,3,0,,32120,1024,VE,US
1395106968,186.94.148.233,1625628,498483,9628678,169082,145,325,124984,517,1460,,7,1140,1140,2,0,0,,119720,633,VE,US
1395106969,186.91.60.249,1088348,570853,9700572,169363,158,513,115412,347,1460,,13,792,792,1,0,0,,70080,413,VE,US
1395106389,186.89.100.251,1663584,0,9934849,161297,135,294,80086,522,1448,,0,1181,1181,0,0,0,,0,0,VE,
1395106314,186.89.100.251,5667944,7869824,2555296,184516,138,686,361724,999,1448,,80,4269,4269,1,0,0,,402544,686,VE,
1394999851,186.93.56.14,2030048,653355,9249532,326531,116,524,172911,624,1460,,35,1452,1452,2,0,0,,188340,869,VE,US
1394999933,186.93.56.14,2139548,650312,9488786,330925,115,353,195494,686,1460,,22,1539,1539,1,0,0,,115340,344,VE,US
1394644681,200.82.131.234,461712,0,10310709,235955,326,601,67312,163,1448,,9,347,347,2,0,0,,76744,1021,VE,
1394756380,190.73.32.88,287620,0,10352295,450938,155,370,16507,86,1460,,13,215,215,9,1,0,,74460,1835,VE,US
1394347006,179.23.16.15,660008,1891881,7920613,527343,241,580,72439,207,1400,,2,500,500,1,0,0,,54600,547,VE,
1394642475,200.74.215.2,21921064,9505961,533234,466564,38,174,815861,7101,1460,,0,15196,15196,0,0,0,,0,0,VE,US
1394642469,200.8.5.14,4745648,9537011,535388,199407,58,227,207916,1608,1460,,0,3295,3295,0,0,0,,0,0,VE,US
1394667046,186.91.107.2,1134912,0,9811680,380993,134,427,183885,651,1448,,34,842,842,3,0,0,,185344,1133,VE,
1394667037,186.14.117.225,311696,0,10454724,161087,443,794,51098,91,1448,,2,226,226,2,0,0,,50680,1180,VE,US
1394667133,200.8.125.143,1824656,1665743,8679515,239806,198,505,132909,473,1448,,25,1300,1300,3,0,0,,262088,831,VE,
1394732289,186.95.132.64,1759948,326565,9893213,160244,97,270,113216,565,1460,,13,1245,1245,2,0,0,,112420,535,VE,US
1394594981,186.90.242.90,132860,0,9253106,168798,220,933,17931,39,1460,,5,103,103,4,0,0,,33580,2271,VE,US
1394406750,186.14.77.198,107488,0,8985399,178476,414,1395,29668,27,1448,,1,87,87,1,0,0,,27512,1234,VE,
1394491685,190.200.188.144,113960,0,10286768,2077802,843,1279,24073,24,1460,,5,87,87,2,0,0,,40880,1914,VE,US
1394582207,190.142.121.220,337720,0,9756783,173731,348,526,47336,97,1448,,11,262,262,1,0,0,,39096,512,VE,
1398791783,186.14.149.149,393792,708613,9272223,604390,300,809,68790,129,1460,,3,294,294,1,0,0,,48180,644,VE,KE
1394336375,200.8.22.141,70080,0,13230668,123564,163,1221,9448,20,1460,,9,60,60,3,3,0,,17520,2689,VE,US
1394336246,200.8.22.141,118744,0,10099958,444167,157,1301,19265,39,1460,,4,94,94,1,1,0,,7300,462,VE,US
1394126564,200.82.172.19,2621252,1401851,8970867,301155,176,624,211459,737,1460,,45,1895,1895,2,1,0,,401500,640,VE,
1394227085,186.14.168.232,1063040,7944318,2263932,242822,103,746,177133,339,1460,,2,739,739,1,0,0,,67160,586,VE,US
1394207516,200.8.215.213,1876176,7765409,2147437,283151,63,1581,184630,643,1460,,0,1331,1331,0,0,0,,0,0,VE,US
1394207215,186.89.6.133,154932,0,9396366,718835,141,621,12441,42,1452,,7,117,117,5,0,0,,30492,1577,VE,US
1397496276,181.208.99.84,1769428,309926,10047739,733678,294,1336,155290,497,1460,,2,1247,1247,2,0,0,,219000,608,VE,KE
1398560007,190.200.16.160,308060,0,10196122,227914,197,450,31073,96,1460,,2,221,221,2,0,0,,24820,801,VE,US
1394059765,181.208.167.34,1285092,0,10015418,199792,82,173,41959,414,1460,,7,906,906,6,0,0,,97820,661,VE,US
1397701030,186.91.122.149,90520,0,10047757,636923,199,836,10146,23,1460,,9,74,74,2,2,0,,13140,1277,VE,
1397550141,186.94.186.212,1619788,520519,9632261,124987,159,324,129192,533,1460,,4,1151,1151,1,0,0,,65700,324,VE,US
1398728194,186.91.187.5,1460564,290942,9883695,277987,107,287,71068,495,1460,,19,1032,1032,6,0,0,,179580,959,VE,US
1398728147,186.88.173.118,730648,0,10044346,161493,123,447,36592,227,1460,,17,536,536,3,0,0,,61320,956,VE,US
1398035505,186.93.44.143,1095580,0,10078643,244844,95,407,94353,370,1444,,22,806,806,2,0,0,,103968,771,VE,US
1398035104,186.92.188.21,1724340,470985,9537238,175545,107,277,111233,541,1460,,12,1208,1208,3,0,0,,148920,720,VE,US
1397615517,186.94.59.211,1598780,0,9873484,361580,219,326,146012,549,1460,,0,1136,1136,0,0,0,,0,0,VE,US
1397844912,186.92.119.60,840960,0,10082866,168960,201,393,67643,288,1460,,0,599,599,0,0,0,,0,0,VE,
1397474511,200.8.136.154,3016464,0,10016350,158329,63,2415,75273,906,1448,,6,2128,2128,1,1,0,,37648,80,VE,
1397597899,186.89.125.62,588060,9535118,542110,158727,156,362,39066,203,1452,,0,412,412,0,0,0,,0,0,VE,US
1397460761,186.14.172.241,1883396,717940,9329952,214554,64,338,130892,629,1460,,5,1334,1334,1,0,0,,54020,338,VE,US
1397658920,186.94.62.159,527708,9376392,910403,153517,194,369,58384,181,1460,,0,373,373,0,0,0,,0,0,VE,US
1398100427,186.90.63.238,1618728,908510,8966187,313653,144,318,206739,928,1460,,45,1180,1180,3,0,0,,235060,949,VE,US
1397749131,186.93.98.109,1006588,7445549,2623974,162546,121,448,57722,345,1460,,0,702,702,0,0,0,,0,0,VE,US
1398043505,186.94.80.129,921908,648341,9567433,181017,217,565,92006,270,1460,,10,648,648,3,0,0,,129940,1450,VE,US
1396532491,186.91.221.153,1870340,451913,9521970,202316,92,367,104006,600,1460,,8,1319,1319,2,0,0,,109500,627,VE,US
1396532200,190.200.158.247,660720,0,9167801,968383,101,819,40528,245,1448,,8,476,476,3,1,0,,68056,2196,VE,
1397835935,150.188.12.18,1008048,0,10175552,171828,47,765,57234,300,1460,,5,702,702,5,0,0,,119720,1176,VE,US
1397836368,186.95.132.133,864968,0,10053161,188306,104,467,49529,276,1460,,10,624,624,3,0,0,,61320,1094,VE,US
1396818477,186.14.253.193,3176256,4339292,5731879,207784,70,563,245216,987,1448,,4,2224,2224,3,0,0,,302632,704,VE,
1396713703,190.142.168.110,734936,0,9917172,166594,151,388,36082,168,1460,,3,517,517,2,0,0,,36500,591,VE,
1397013253,190.142.140.139,3363420,626946,9429303,243669,76,570,235680,978,1460,,6,2367,2367,3,0,0,,621960,757,VE,US
1396535712,186.94.24.163,1454560,0,10064694,211330,99,223,76336,663,1448,,30,1048,1048,5,0,0,,114392,794,VE,
1396536273,186.167.242.70,16644104,6258009,3809269,174112,82,321,847253,5375,1012,,261,17001,17001,2,0,0,,647680,312,VE,
1399497901,186.167.242.210,3250632,6693750,3232736,457134,210,767,942725,2011,1012,,5,3468,3468,1,0,0,,155848,368,VE,
1396582627,186.95.169.164,4105224,8852,10000428,165740,94,366,149329,1313,1460,,10,2876,2876,1,0,0,,49640,249,VE,US
1400068384,186.94.2.178,1465840,9684884,373219,302880,100,230,78473,649,1460,,0,1016,1016,0,0,0,,0,0,VE,US
1399180710,181.208.193.29,1121360,9485792,457970,245987,128,305,71542,457,1460,,0,781,781,0,0,0,,0,0,VE,GB
1398775143,200.8.130.224,3216540,8921200,1158911,377668,121,360,202725,1102,1460,,0,2248,2248,0,0,0,,0,0,VE,US
1398774834,200.8.130.224,3524436,9343865,664457,190427,65,349,208741,1206,1460,,0,2459,2459,0,0,0,,0,0,VE,US
1398566872,200.82.226.132,2702144,2086,10050865,181120,57,322,109752,1099,1448,,13,1906,1906,5,0,0,,240368,805,VE,
1398567357,190.142.223.56,1125008,1959955,8061551,684345,579,918,218750,299,1460,,26,867,867,1,0,0,,246740,918,VE,US
1398306626,200.8.22.168,236276,0,9978099,357307,70,1097,28260,71,1460,,4,172,172,3,1,0,,36500,1658,VE,US
1398307020,200.82.246.243,1111940,0,10016754,169325,54,157,26245,323,1460,,18,786,786,13,0,0,,141620,1094,VE,US
1401402688,186.188.104.242,648876,937367,9333647,1310085,729,1263,135584,153,1460,,7,512,512,1,0,0,,166440,836,VE,CO
1399742802,186.14.112.30,1333132,6401793,4215540,163716,76,2242,574254,430,1460,,0,1062,1062,0,0,0,,0,0,VE,US
1399742915,186.14.112.30,748312,0,9895712,347454,92,368,34430,216,1460,,8,535,535,4,0,0,,62780,504,VE,US
1399742485,186.88.177.8,382432,0,9431072,1135097,134,496,25721,115,1460,,6,275,275,3,1,0,,37960,990,VE,US
1399489884,190.169.70.252,3649728,0,10173601,160457,45,440,112674,1218,1460,,5,2552,2552,3,0,0,,135780,221,VE,US
1399489805,190.169.70.252,3953752,331770,9691375,217778,45,212,92281,1254,1460,,12,2740,2740,6,1,0,,278860,517,VE,US
1399032641,186.93.38.137,1812240,0,10212363,175635,73,313,146531,713,1448,,25,1295,1295,3,0,0,,175208,782,VE,
1399032435,186.88.95.184,87600,0,10697310,292396,135,343,3577,16,1460,,16,79,79,8,6,0,,33580,1962,VE,US
1401111914,200.41.117.187,1791544,255414,9771797,562533,119,256,83556,587,1460,,10,1271,1271,2,0,0,,51100,298,VE,CO
1398345860,186.91.47.103,1460648,3247118,6884802,164082,193,393,133915,478,1460,,1,1034,1034,1,0,0,,67160,369,VE,
1399241465,186.167.242.203,178176,5260090,5437783,163275,403,2495,113342,89,1024,,0,221,221,0,0,0,,0,0,VE,
